caseid,sex,total_children,age,age_at_first_birth,religion_importance,income_family,occupation,education,partner_education,partner_sex,region,pop_center,decade_first_birth,age_group,age_at_first_birth_group,child,education_level,partner_education_level
4889,Female,4,59.5,21.9,Very important,"$100,000 to $ 124,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,Prairie region,Larger urban population centres (CMA/CA),1970,55,20,1,College / Trade,College / Trade
4890,Female,1,27,26.8,Very important,"$100,000 to $ 124,999",Health occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,Prairie region,Larger urban population centres (CMA/CA),2000,25,25,1,College / Trade,College / Trade
4892,Female,1,46.8,35.8,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,British Columbia,Larger urban population centres (CMA/CA),1990,45,35,1,College / Trade,College / Trade
4893,Female,0,63.3,NA,Not at all important,"$125,000 and more",NA,High school diploma or a high school equivalency certificate,NA,Male,Quebec,Larger urban population centres (CMA/CA),NA,60,NA,0,HS or less,NA
4896,Female,2,31.2,NA,Somewhat important,"$125,000 and more",Management occupations,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Prairie region,Rural areas and small population centres (non CMA/CA),NA,30,NA,1,College / Trade,HS or less
4898,Female,3,64.9,19.4,Very important,"$75,000 to $99,999",NA,Trade certificate or diploma,Less than high school diploma or its equivalent,Male,Quebec,Larger urban population centres (CMA/CA),1960,60,15,1,College / Trade,HS or less
4900,Female,0,28.1,NA,Somewhat important,"$75,000 to $99,999","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,25,NA,0,University Graduate,NA
4901,Female,1,80,30.8,Not at all important,"$50,000 to $74,999",NA,University certificate or diploma below the bachelor's level,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,80,30,1,University Undergraduate,NA
4902,Female,3,34.1,20.7,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,High school diploma or a high school equivalency certi...,Male,Prairie region,Rural areas and small population centres (non CMA/CA),1990,30,20,1,HS or less,HS or less
4903,Female,1,31.1,30,Very important,"$75,000 to $99,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),2000,30,30,1,University Undergraduate,College / Trade
4906,Female,0,80,NA,Very important,"$75,000 to $99,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,80,NA,0,University Undergraduate,NA
4907,Female,4,60.1,21.2,Very important,"$125,000 and more","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),1960,60,20,1,College / Trade,HS or less
4908,Female,5,71.5,NA,Very important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,70,NA,1,HS or less,NA
4913,Female,3,77.4,20.5,Not very important,"$50,000 to $74,999",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,75,20,1,College / Trade,NA
4914,Female,2,37.4,26.3,Somewhat important,"$25,000 to $49,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,No Partner,Ontario,Larger urban population centres (CMA/CA),1990,35,25,1,College / Trade,HS or less
4916,Female,2,40.5,32.3,Not at all important,"$125,000 and more","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),1990,40,30,1,University Undergraduate,HS or less
4918,Female,2,80,NA,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),NA,80,NA,1,HS or less,NA
4920,Female,1,80,19.6,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,80,15,1,HS or less,NA
4922,Female,0,64.5,NA,Very important,"$50,000 to $74,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,60,NA,0,College / Trade,NA
4925,Female,2,55.3,19.8,Somewhat important,"$25,000 to $49,999",Health occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",No Partner,Quebec,Larger urban population centres (CMA/CA),1970,55,15,1,College / Trade,College / Trade
4927,Female,2,45.4,37.4,Not very important,"$125,000 and more","Business, finance, and administration occupations",University certificate or diploma below the bachelor's level,High school diploma or a high school equivalency certi...,Male,British Columbia,Larger urban population centres (CMA/CA),2000,45,35,1,University Undergraduate,HS or less
4928,Female,2,61.7,30.5,Somewhat important,"$125,000 and more",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),1970,60,30,1,University Undergraduate,University Graduate
4931,Female,0,29.8,NA,Very important,"$50,000 to $74,999",Health occupations,University certificate or diploma below the bachelor's level,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,NA
4932,Female,1,65.1,25.4,Very important,"Less than $25,000",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),1960,65,25,1,HS or less,NA
4934,Female,2,47.3,33,Not very important,"$125,000 and more",Management occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Less than high school diploma or its equivalent,Male,Quebec,Larger urban population centres (CMA/CA),1990,45,30,1,University Undergraduate,HS or less
4935,Female,2,68.1,21.3,Very important,"$125,000 and more",NA,"University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),1960,65,20,1,University Graduate,University Graduate
4936,Female,0,28.2,NA,Not at all important,"$50,000 to $74,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,British Columbia,Larger urban population centres (CMA/CA),NA,25,NA,0,College / Trade,College / Trade
4937,Female,1,67.2,NA,Very important,"$125,000 and more",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,65,NA,1,University Undergraduate,NA
4938,Female,0,79.9,NA,Very important,"$25,000 to $49,999",NA,Trade certificate or diploma,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,75,NA,0,College / Trade,NA
4941,Female,4,80,25.5,Not at all important,"$125,000 and more",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,80,25,1,University Undergraduate,NA
4944,Female,3,34,NA,Very important,"$75,000 to $99,999","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,30,NA,1,College / Trade,College / Trade
4945,Female,7,34,19,Very important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Rural areas and small population centres (non CMA/CA),1990,30,15,1,HS or less,University Undergraduate
4946,Female,0,38,NA,Not very important,"$50,000 to $74,999","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,35,NA,0,College / Trade,NA
4948,Female,2,39.8,35.9,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Quebec,Larger urban population centres (CMA/CA),2000,35,35,1,University Graduate,University Graduate
4949,Female,2,53.9,27.8,Very important,"$125,000 and more",Occupations in manufacturing and utilities,Less than high school diploma or its equivalent,High school diploma or a high school equivalency certi...,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1980,50,25,1,HS or less,HS or less
4951,Female,0,27,NA,Not at all important,"$25,000 to $49,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",No Partner,Ontario,Larger urban population centres (CMA/CA),NA,25,NA,0,College / Trade,University Undergraduate
4955,Female,1,60.6,NA,Not very important,"$50,000 to $74,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,60,NA,1,HS or less,NA
4956,Female,0,28.3,NA,Very important,"$125,000 and more",Management occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,University Undergraduate
4957,Female,2,69.1,26.1,Very important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),1960,65,25,1,HS or less,HS or less
4960,Female,1,60,27.7,Not at all important,"$100,000 to $ 124,999",Sales and service occupations,"University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),1970,60,25,1,University Graduate,University Graduate
4962,Female,3,39.8,31.9,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","University certificate, diploma or degree above the ba...",Male,Quebec,Larger urban population centres (CMA/CA),2000,35,30,1,University Undergraduate,University Graduate
4964,Female,0,48.2,NA,Not at all important,"$50,000 to $74,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,45,NA,0,University Undergraduate,NA
4965,Female,2,46.5,19.9,Not at all important,"$25,000 to $49,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1980,45,15,1,College / Trade,NA
4966,Female,3,64.8,23.8,Somewhat important,"$50,000 to $74,999",NA,Trade certificate or diploma,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1960,60,20,1,College / Trade,NA
4967,Female,0,16.6,NA,Not very important,"Less than $25,000","Natural resources, agriculture and related production oc...",Less than high school diploma or its equivalent,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,15,NA,0,HS or less,NA
